3.07,5.84
3.22,5.83
3.38,5.83
3.53,5.83
3.68,5.83
3.84,5.83
3.99,5.85
4.14,5.86
4.3,5.86
4.45,5.86
4.6,5.85
4.76,5.85
4.91,5.85
5.06,5.85
5.21,5.85
5.37,5.85
5.52,5.85
5.67,5.85
5.83,5.85
5.98,5.85
6.13,5.85
6.29,5.85
6.44,5.85
6.59,5.84
6.75,5.84
6.9,5.84
7.05,5.9
7.21,6
7.36,6.1
7.51,6.2
7.66,6.3
7.82,6.4
7.97,6.5
8.12,6.6
8.28,6.7
8.43,6.8
8.58,6.9
8.74,7
8.89,7.1
9.04,7.19
9.2,7.3
9.35,7.4
9.5,7.5
9.66,7.59
9.81,7.69
9.96,7.8
10.12,7.9
10.27,7.99
10.42,8.09
10.57,8.19
10.73,8.24
10.88,8.24
11.03,8.23
11.19,8.23
11.34,8.23
11.49,8.23
11.65,8.23
11.8,8.23
11.95,8.23
12.11,8.23
12.26,8.23
12.41,8.28
12.5,8.36
12.72,8.15
12.87,8.23
13.02,8.22
13.18,8.22
13.33,8.22
13.48,8.22
13.64,8.22
13.79,8.22
13.94,8.22
14.1,8.22
14.25,8.22
14.4,8.22
14.56,8.22
14.71,8.22
14.86,8.22
15.02,8.21
15.17,8.21
15.32,8.21
15.48,8.21
15.63,8.21
15.78,8.21
15.93,8.21
16.09,8.21
16.24,8.21
16.39,8.21
16.55,8.21
16.7,8.21
16.85,8.21
17.01,8.2
17.16,8.2
17.31,8.2
17.47,8.2
17.62,8.2
17.77,8.2
17.93,8.2
18.08,8.2
18.23,8.2
18.38,8.2
18.54,8.2
18.69,8.2
18.84,8.2
19,8.19
19.15,8.19
19.3,8.19
19.46,8.19
19.61,8.19
19.76,8.19
19.92,8.19
20.07,8.19
20.22,8.19
20.38,8.19
20.53,8.19
20.68,8.19
20.83,8.19
20.99,8.18
21.14,8.18
21.29,8.18
21.45,8.18
21.6,8.18
21.75,8.18
21.91,8.18
22.06,8.18
22.21,8.18
22.37,8.18
22.52,8.18
22.67,8.18
22.83,8.18
22.98,8.17
23.13,8.17
23.29,8.17
23.44,8.17
23.59,8.17
23.74,8.17
23.9,8.17
24.05,8.17
24.2,8.17
24.36,8.17
24.51,8.17
24.66,8.17
24.82,8.17
24.93,8.17
